11-0.01-1e-7,11,0.01,1e-7,42,756
11-0.01-1e-09,11,0.01,1e-9,42,747.065775540431
11-0.01-1e-06,11,0.01,1e-6,42,731.762451408625
11-0.01-1e-10,11,0.01,1e-10,42,730.328727580704
11-0.01-1e-08,11,0.01,1e-8,42,722.159647803396
51-0.01-1e-7,51,0.01,1e-7,43,774
15-0.01-1e-7,15,0.01,1e-7,43,751
31-0.01-1e-7,31,0.01,1e-7,43,748
31-0.01-1e-09,31,0.01,1e-9,43,745.695240957377
21-0.01-1e-06,21,0.01,1e-6,43,743.351740002221
21-0.01-1e-09,21,0.01,1e-9,43,741.022452582293
31-0.01-1e-10,31,0.01,1e-10,43,740.373104275071
15-0.01-1e-08,15,0.01,1e-8,43,739.405848329441
21-0.01-1e-08,21,0.01,1e-8,43,738.757256244973
51-0.01-1e-06,51,0.01,1e-6,43,738.577400968867
31-0.01-1e-06,31,0.01,1e-6,43,736.369920104829
31-0.01-1e-08,31,0.01,1e-8,43,735.301469087869
21-0.01-1e-10,21,0.01,1e-10,43,733.076612703958
51-0.01-1e-09,51,0.01,1e-9,43,729.380870312057
15-0.01-1e-06,15,0.01,1e-6,43,725.509159256341
15-0.01-1e-09,15,0.01,1e-9,43,724.98295840789
21-0.01-1e-7,21,0.01,1e-7,43,724
51-0.01-1e-08,51,0.01,1e-8,43,717.701730134268
51-0.01-1e-10,51,0.01,1e-10,43,716.697213685486
15-0.01-1e-10,15,0.01,1e-10,43,712.023861977349
11-0.02-1e-06,,0.01,,48,782.378248247469
15-0.02-1e-08,,,,49,788.168758585298
15-0.02-1e-09,,,,49,786.921123271194
21-0.02-1e-10,,,,49,784.708194097013
11-0.02-1e-08,,0.01,,49,783.092847075016
21-0.02-1e-06,,,,49,781.109746760734
15-0.02-1e-10,,,,49,779.946169737623
11-0.02-1e-10,,0.01,,49,779.553100147926
21-0.02-1e-09,,,,49,777.67957882231
21-0.02-1e-08,,,,49,773.928660686173
11-0.02-1e-09,,0.01,,49,770.888436151763
15-0.02-1e-06,,0.01,,49,770.309722849144
31-0.02-1e-06,,,,50,775.836801410693
31-0.02-1e-09,,,,50,775.47772212027
31-0.02-1e-10,,,,50,768.779430417254
51-0.02-1e-10,,,,50,767.269021687879
31-0.02-1e-08,,,,50,756.119878852906
51-0.02-1e-09,,,,50,750.320567590302
51-0.02-1e-06,,,,50,745.05477673149
51-0.02-1e-08,,,,50,739.69846423514
15-0.05-1e-06,,,,61,858.824624200037
21-0.05-1e-10,,,,61,855.570054954914
15-0.05-1e-08,,,,61,853.559708441459
21-0.05-1e-09,,,,61,852.140208252727
21-0.05-1e-08,,,,61,851.474391683412
15-0.05-1e-10,,,,61,848.999366100117
15-0.05-1e-09,,,,61,841.352907698155
21-0.05-1e-06,,,,61,829.201787226053
51-0.05-1e-09,,,,62,845.999535783013
51-0.05-1e-10,,,,62,826.68709759717
51-0.05-1e-08,,,,62,815.834213888586
11-0.05-1e-09,,,,63,863.69606564737
11-0.05-1e-06,,,,63,861.643054317988
11-0.05-1e-10,,,,63,840.914906444139
11-0.05-1e-08,,,,63,840.750275170884
51-0.05-1e-06,,,,63,836.791313118878
31-0.05-1e-10,,,,64,836.045693492182
31-0.05-1e-09,,,,64,835.12502734443
31-0.05-1e-06,,,,64,814.565291471967
31-0.05-1e-08,,,,64,809.374346636134
15-0.1-1e-10,,,,77,877.033010714176
15-0.1-1e-09,,,,77,876.594917505665
15-0.1-1e-08,,,,77,872.093078277981
11-0.1-1e-08,,,,78,888.370816272118
11-0.1-1e-09,,,,78,882.574514847448
11-0.1-1e-10,,,,78,875.845900047166
15-0.1-1e-06,,,,78,874.577787692677
11-0.1-1e-06,,,,79,887.578222547636
51-0.1-1e-09,,,,80,868.759134234138
51-0.1-1e-08,,,,80,863.305412743627
51-0.1-1e-06,,,,80,855.653726970636
51-0.1-1e-10,,,,80,844.948873513664
21-0.1-1e-09,,,,81,886.832344370645
21-0.1-1e-10,,,,81,881.573716907023
21-0.1-1e-06,,,,81,874.498007967276
21-0.1-1e-08,,,,81,868.89836341158
31-0.1-1e-09,,,,82,891.920662347519
31-0.1-1e-10,,,,82,888.589498183792
31-0.1-1e-06,,,,82,868.942176039799
31-0.1-1e-08,,,,82,867.904157763946
,,,,failures,fps
